Author,Year,Data Source,Pesticide,Pesttype,Duration,Concentration,Kingdom,Phylum,Class,Order,Family,Genus,Species,Originalspeciesprovided,Core,Control,Treatment,Percentchange,Log2fold.change,All.Logs,Type,Sig,,,,
Rouze et al ,2019,Fig. 2B,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-0.2966,-0.2966,Noncomp,All,,,,
Liu et al ,2019,Fig. S3E,Thiacloprid,Insecticide,7 days,2.0 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,11158536.59,9054878.049,-0.1885245902,,-0.301380717,Noncomp,All,,,,
Motta et al ,2020,Fig. S6E,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,4192623.702,3399083.149,-0.1892706356,,-0.302707697,Noncomp,All,,,,
Motta et al ,2020,Fig. S5E,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,6362606.376,5155876.718,-0.1896596436,,-0.303400104,Noncomp,All,,,,
Motta et al ,2020,Fig. S4D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,8341673.765,6759380.806,-0.1896853082,,-0.303445797,Noncomp,All,,,,
Motta et al ,2020,Fig. S6I,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,N,27.71711933,22.44631422,-0.1901642465,,-0.304298757,Noncomp,All,,,,
Rouze et al ,2019,Fig. 2A,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,-0.3051,-0.3051,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2J,Glyphosate,Herbicide,5 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,10198067.63,8251344.163,-0.1908914056,,-0.305594748,Noncomp,All,,,,
Raymann et al,2018,Fig. S1A,Imidacloprid,Insecticide,3 days,500 µg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,0.177835218,0.143796446,-0.1914062500,,-0.306513043,Comp,All,,,,
Motta et al ,2020,Fig. 4B,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1972563.787,1591707.835,-0.1930766216,,-0.309496406,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2D,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,190546.0718,153697.4516,-0.1933843078,,-0.310046622,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2A,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,6118805.758,4935524.741,-0.1933843078,,-0.310046622,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2A,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,2590200.205,2089296.131,-0.1933843078,,-0.310046622,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1B,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,15.38461538,12.40384615,-0.1937500000,,-0.310700839,Comp,All,,,,
Motta and Moran,2020,Fig. S1L,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,36.01532567,28.99106003,-0.1950354610,,-0.313002865,Comp,All,,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,0.8 mg/L,Bacteria,Firmicutes,Clostridia,,,,,,N,7.758,6.244,-0.1951219512,,-0.313157885,Comp,All,,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,4 mg/L,Bacteria,Firmicutes,Clostridia,,,,,,N,7.758,6.244,-0.1951219512,,-0.313157885,Comp,All,,,,
Motta and Moran,2020,Fig. S1N,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,1.916167665,1.541916168,-0.1953125000,,-0.313499473,Comp,All,,,,
Motta and Moran,2020,Fig. S1M,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.875407166,0.704397394,-0.1953488372,,-0.313564622,Comp,All,,,,
Paris et al ,2020,Fig. S5,Fipronil ,Insecticide,17 days,0.5 µg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,,N,21.6330859,17.39130435,-0.1960784314,,-0.314873337,Comp,All,,,,
Motta and Moran,2020,Fig. S2B,Glyphosate,Herbicide,20 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,15485718.13,12411421.09,-0.1985246678,,-0.319269977,Noncomp,All,,,,
Liu et al ,2019,Fig. S3E,Thiacloprid,Insecticide,13 days,0.6 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,16097560.98,12896341.46,-0.1988636364,,-0.319880266,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1O,Glyphosate,Herbicide,15 days,0.04mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,6.451612903,5.161290323,-0.2000000000,,-0.321928095,Comp,All,,,,
Motta and Moran,2020,Fig. S1B,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,21.44230769,17.01923077,-0.2062780269,,-0.33329435,Comp,All,,,,
Motta et al ,2020,Fig. S6D,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,4565740.16,3621448.062,-0.2068212525,,-0.334282072,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2N,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,2794713.6,2208628.427,-0.2097120697,,-0.33954972,Noncomp,All,,,,
Motta et al ,2020,Fig. S6E,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,7013856.629,5518423.918,-0.2132111889,,-0.345951654,Noncomp,All,,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,4 mg/L,Bacteria,Firmicutes,Negativicutes,,,,,,N,1.325,1.041,-0.2142857143,,-0.347923303,Comp,All,,,,
Motta et al ,2020,Fig. 2E,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,9548416.039,7501157.738,-0.2144081587,,-0.348148148,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2A,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,6118805.758,4786300.923,-0.2177720436,,-0.354338997,Noncomp,All,,,,
Rouze et al ,2019,Fig. 2A,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,-0.3559,-0.3559,Noncomp,All,,,,
Motta and Moran,2020,Fig. 4A,Glyphosate,Herbicide,5 days,0.01mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,8027961.169,6252484.612,-0.2211615776,,-0.360604037,Noncomp,All,,,,
Motta et al ,2020,Fig. S6B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,4387049.392,3416223.894,-0.2212934963,,-0.360848419,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1G,Glyphosate,Herbicide,5 days,0.01mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,5.086342229,3.956043956,-0.2222222222,,-0.362570079,Comp,All,,,,
Motta et al ,2020,Fig. S6E,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,4341834.194,3365290.393,-0.2249150375,,-0.367573632,Noncomp,All,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.37,-0.37,Comp,All,,,,
Paris et al ,2020,Fig. S5,Boscalid,Fungicide,17 days,100 µg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,,,Y,13.99787911,10.81654295,-0.2272727273,,-0.371968777,Comp,All,,,,
Blot et al ,2019,Fig. 1,AMPA ,Herbicide,15 days,1.5 mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-0.3777,-0.3777,Noncomp,All,,,,
Blot et al ,2019,Fig. 1,AMPA ,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,-0.3777,-0.3777,Noncomp,All,,,,
Motta et al ,2020,Fig. S5G,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,975545.01,749120.9993,-0.2321000143,,-0.381009674,Noncomp,All,,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,7417218.543,5695364.238,-0.2321428571,,-0.381090167,Noncomp,All,,,,
Rouze et al ,2019,Fig. 2B,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-0.3814,-0.3814,Noncomp,All,,,,
Paris et al ,2020,Fig. S5,Fipronil ,Insecticide,17 days,0.5 µg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,,Y,21.42099682,16.4369035,-0.2326732673,,-0.382087077,Comp,All,,,,
Motta et al ,2020,Fig. S6F,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1845810.237,1416051.788,-0.2328291612,,-0.382380212,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2I,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,6591445.535,5046470.022,-0.2343910004,,-0.385320306,Noncomp,All,,,,
Motta et al ,2018,Fig. S5,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,3084772.37,2354788.069,-0.2366412214,,-0.389566812,Noncomp,All,,,,
Liu et al ,2019,Fig. S3B,Thiacloprid,Insecticide,13 days,0.2 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,Commensalibacter intestini,,N,52680965.15,40214477.21,-0.2366412214,,-0.389566812,Noncomp,All,,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,30 days,1 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,0.174585635,0.132596685,-0.2405063291,,-0.396890153,Comp,All,,,,
Motta et al ,2020,Fig. S6D,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,10498963.16,7973510.245,-0.2405430783,,-0.396959961,Noncomp,All,,,,
Motta et al ,2020,Fig. 2G,Roundup,Herbicide formulation,3 days,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,10671322.66,8102695.941,-0.2407036882,,-0.397265095,Noncomp,All,,,,
Motta et al ,2020,Fig. 6C,Roundup,Herbicide formulation,1 topical treatment,0.10%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1337352.356,1015417.206,-0.2407257507,,-0.397307015,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1O,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,5.113500597,3.870967742,-0.2429906542,,-0.401616984,Comp,All,,,,
Motta et al ,2020,Fig. 5B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2479618.913,1874217.003,-0.2441511907,,-0.403830411,Noncomp,All,,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,30 days,1 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Saccharibacter,,,N,0.049723757,0.037569061,-0.2444444444,,-0.404390255,Comp,All,,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,,,,-0.4065,-0.4065,Noncomp,All,,,,
Jones et al ,2018,Fig. 2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,3.473315836,2.620297463,-0.2455919395,,-0.406583004,Comp,All,,,,
Raymann et al,2018,Fig. S1A,Imidacloprid,Insecticide,3 days,500 µg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.095810056,0.072067039,-0.2478134111,,-0.410837511,Comp,All,,,,
Motta and Moran,2020,Fig. S1M,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,2.157980456,1.620521173,-0.2490566038,,-0.413223929,Comp,All,,,,
Paris et al ,2020,Fig. 3,Boscalid,Fungicide,17 days,100 µg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,,,,,N,0.960384154,0.720288115,-0.2500000000,,-0.415037499,Comp,All,,,,
Yang et al ,2019,Fig. 3E,Amitraz,Insecticide,30 days,1 mg/L,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,,,N,0.00441989,0.003314917,-0.2500000000,,-0.415037499,Comp,All,,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,30 days,1 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.008839779,0.006629834,-0.2500000000,,-0.415037499,Comp,All,,,,
Paris et al ,2020,Fig. 3,Boscalid,Fungicide,17 days,100 µg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,,,,,Y,4.801920768,3.601440576,-0.2500000000,,-0.415037499,Comp,All,,,,
Paris et al ,2020,Fig. S5,Fipronil ,Insecticide,17 days,0.5 µg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,,N,3.817603393,2.863202545,-0.2500000000,,-0.415037499,Comp,All,,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,30 days,1 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,0.188950276,0.141436464,-0.2514619883,,-0.417852515,Comp,All,,,,
Motta et al ,2020,Fig. S4L,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,0.002328566,0.001739828,-0.2528329324,,-0.420497227,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1J,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,9.602888087,7.14801444,-0.2556390977,,-0.425925815,Comp,All,,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,4 mg/L,Bacteria,Bacteroidetes,Bacteroidia,,,,,,N,7.758,5.771,-0.2560975610,,-0.426814667,Comp,All,,,,
Motta and Moran,2020,Fig. S1G,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,5.086342229,3.767660911,-0.2592592593,,-0.432959407,Comp,All,,,,
Motta et al ,2020,Fig. 4B,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,3095160.895,2292178.566,-0.2594315308,,-0.433294969,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1E,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.968553459,0.716981132,-0.2597402597,,-0.433896527,Comp,All,,,,
Raymann et al,2018,Fig. S1B,Imidacloprid,Insecticide,3 days,500 µg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,24944649.45,18450184.5,-0.2603550296,,-0.435095152,Noncomp,All,,,,
Rouze et al ,2019,Fig. 2D,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.4364,-0.4364,Noncomp,All,,,,
Motta et al ,2020,Fig. S5C,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,909712.3898,672043.3071,-0.2612573879,,-0.436856297,Noncomp,All,,,,
Blot et al ,2019,Fig. 1,AMPA ,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,,,,-0.439,-0.439,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1K,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,29.37965261,21.63771712,-0.2635135135,,-0.441269041,Comp,All,,,,
Motta and Moran,2020,Fig. S2J,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,10198067.63,7509981.057,-0.2635878352,,-0.441414636,Noncomp,All,,,,
Raymann et al,2018,Fig. S1A,Imidacloprid,Insecticide,3 days,500 µg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,0.576328358,0.42358209,-0.2650334076,,-0.44424942,Comp,All,,,,
Motta et al ,2020,Fig. 3D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,2610319.432,1915474.382,-0.2661915787,,-0.446524634,Noncomp,All,,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,3139158.576,2297734.628,-0.2680412371,,-0.450165723,Noncomp,All,,,,
Motta et al ,2020,Fig. S4G,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,1789087.49,1305537.869,-0.2702772355,,-0.454579634,Noncomp,All,,,,
Motta et al ,2020,Fig. 5B,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1855236.694,1353201.097,-0.2706046074,,-0.455227008,Noncomp,All,,,,
Motta et al ,2018,Fig. S1,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,0.194070081,0.141509434,-0.2708333333,,-0.455679484,Comp,All,,,,
Rouze et al ,2019,Fig. 2D,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.4619,-0.4619,Noncomp,All,,,,
Motta et al ,2020,Fig. S4A,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,640186.1973,464158.8834,-0.2749626822,,-0.463872842,Noncomp,All,,,,
Motta et al ,2018,Fig. S1,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,,N,0.064516129,0.046774194,-0.2750000000,,-0.4639471,Comp,All,,,,
Rouze et al ,2019,Fig. 2B,Fipronil,Insecticide,18 days,0.25 µg/kg,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-0.4661,-0.4661,Noncomp,All,,,,
Motta et al ,2018,Fig. S3B,Glyphosate,Herbicide,"Feeding (5 µL), then two days, then fed again, then sampled after another two days",1 mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,26865671,19402985,-0.2777777633,,-0.469485254,Noncomp,All,,,,
Paris et al ,2020,Fig. S5,Boscalid,Fungicide,17 days,100 µg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,,N,3.817603393,2.757158006,-0.2777777778,,-0.469485283,Comp,All,,,,
Motta and Moran,2020,Fig. S2J,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,10198067.63,7335291.489,-0.2807175086,,-0.475369608,Noncomp,All,,,,
Liu et al ,2019,Fig. 2C,Thiacloprid,Insecticide,13 days,0.2 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,84501347.71,60646900.27,-0.2822966507,,-0.478540442,Noncomp,All,,,,
Motta and Moran,2020,Fig. S1L,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,36.01532567,25.79821201,-0.2836879433,,-0.48133987,Comp,All,,,,
Liu et al ,2019,Fig. S3F,Thiacloprid,Insecticide,13 days,0.6 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Bombella,Bombella apis,,N,25283950.62,18074074.07,-0.2851562500,,-0.484300162,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2G,Glyphosate,Herbicide,20 days,0.1mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,989795.9148,705589.8723,-0.2871360027,,-0.488301234,Noncomp,All,,,,
Motta and Moran,2020,Fig. S2I,Glyphosate,Herbicide,15 days,1.0mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,7442258.404,5297577.619,-0.2881760708,,-0.490407663,Noncomp,All,,,,
Motta et al ,2018,Fig. S3A,Glyphosate,Herbicide,"Feeding (5 µL), then two days, then fed again, then sampled after another two days",1 mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,Frischella perrara,,N,3.53,2.51,-0.2889518414,,-0.491980819,Comp,All,,,,
Motta and Moran,2020,Fig. S1N,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,1.916167665,1.362275449,-0.2890625000,,-0.49220536,Comp,All,,,,
Motta et al ,2020,Fig. 4B,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,3754344.849,2663580.572,-0.2905338537,,-0.49519425,Noncomp,All,,,,
Rouze et al ,2019,Fig. 2C,Imidacloprid,Insecticide,18 days,3.5 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.5,-0.5,Noncomp,All,,,,
Liu et al ,2019,Fig. S3E,Thiacloprid,Insecticide,7 days,0.2 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,11158536.59,7865853.659,-0.2950819672,,-0.504472583,Noncomp,All,,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,20 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,14,9.839,-0.2972023246,,-0.508818676,Comp,All,,,,
Motta et al ,2020,Fig. S6E,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,4919418.481,3450409.592,-0.2986143371,,-0.511720154,Noncomp,All,,,,
Rouze et al ,2019,Fig. 2D,Fipronil,Insecticide,18 days,0.25 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.5127,-0.5127,Noncomp,All,,,,
