Author,Year,Data Source,Pesticide,Pesttype,Duration,Concentration,Kingdom,Phylum,Class,Order,Family,Genus,Species,Original Species Provided,Core,Control,Treatment,Percent Change,Log2fold.change,All.Logs,result,Type,Sig,Extra Information About Effect Size,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,4 mg/L,Bacteria,Actinobacteria,,,,,,,Y,6.528,6.244,-0.0434782609,,-0.064130337,Decrease,Comp,All,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,,,Y,,,,-0.07,-0.065222327,Decrease,Comp,All,,,,
Botina et al ,2019,Fig. 4,Spinosad,Insecticide,24 hours,0.81 µg a.i./mL,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,0.061,0.0583,-0.0442622951,,-0.065313359,Decrease,Comp,All,,,,
Motta et al ,2020a,Fig. S5I,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,2329233.967,2226081.106,-0.0442861740,,-0.065349405,Decrease,Noncomp,All,Week 1,,,
Paris et al ,2020,Fig. S5,Thiamethoxam,Insecticide,17 days,1.5 µg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,,Y,21.42099682,20.46659597,-0.0445544554,,-0.065754445,Decrease,Comp,All,DNA,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,30 days,1 mg/L,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,0.295027624,0.281767956,-0.0449438202,,-0.066342495,Decrease,Comp,All,Apis cerana,,,
Motta et al ,2020b,Fig. S1L,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,42.27330779,40.35759898,-0.0453172205,,-0.066906659,Decrease,Comp,All,Late exposure,,,
Motta et al ,2020b,Fig. S2K,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,245959.1277,234724.4746,-0.0456769107,,-0.067450317,Decrease,Noncomp,All,Late exposure,,,
Liu et al ,2019,Fig. S3B,Thiacloprid,Insecticide,13 days,0.6 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,Commensalibacter intestini,,N,52680965.15,50268096.51,-0.0458015267,,-0.067638717,Decrease,Noncomp,All,,,,
Rouze et al ,2019,Fig. 2A,Thiamethoxam,Insecticide,18 days,1.7 µg/kg,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,-0.0678,-0.0678,Decrease,Noncomp,All,summer,,,
Motta et al ,2020b,Fig. S2N,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1142672.131,1090131.039,-0.0459808995,,-0.067909944,Decrease,Noncomp,All,Late exposure,,,
Liu et al ,2019,Fig. S3H,Thiacloprid,Insecticide,7 days,2.0 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,,,N,13542319.75,12915360.5,-0.0462962963,,-0.068386975,Decrease,Noncomp,All,,,,
Motta et al ,2020b,Fig. S2I,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,14687895.64,13991682.68,-0.0474004565,,-0.070058238,Decrease,Noncomp,All,Late exposure,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,2355140.187,2242990.654,-0.0476190476,,-0.070389328,Decrease,Noncomp,All,Day 0,,,
Motta et al ,2020b,Fig. S1H,Glyphosate,Herbicide,20 days,0.1mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,2.311926606,2.201834862,-0.0476190476,,-0.070389328,Decrease,Comp,All,Early exposure,,,
Paris et al ,2020,Fig. 3,Boscalid,Fungicide,17 days,100 µg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,,,,,Y,27.4909964,26.05042017,-0.0524017467,,-0.077652556,Decrease,Comp,All,RNA,,,
Rothman et al ,2020,Fig. 3A,Imidacloprid,Insecticide,4 days,0.001 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,31.39534884,29.65116279,-0.0555555556,,-0.08246216,Decrease,Comp,All,,,,
Paris et al ,2020,Fig. 3,Boscalid,Fungicide,17 days,100 µg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,,,,,N,2.160864346,2.040816327,-0.0555555556,,-0.08246216,Decrease,Comp,All,RNA,,,
Motta et al ,2020b,Fig. S2C,Glyphosate,Herbicide,10 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,287726.6202,270627.8614,-0.0594271009,,-0.088388331,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2C,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,287726.6202,270627.8614,-0.0594271009,,-0.088388331,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2D,Glyphosate,Herbicide,20 days,0.1mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,884436.5191,831763.7711,-0.0595551483,,-0.088584749,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2F,Glyphosate,Herbicide,20 days,0.07mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,3471686.819,3262222.01,-0.0603351685,,-0.08978184,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2F,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,3471686.819,3262222.01,-0.0603351685,,-0.08978184,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1C,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,46.10492846,43.24324324,-0.0620689655,,-0.092446249,Decrease,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1N,Glyphosate,Herbicide,5 days,0.1mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.239520958,0.224550898,-0.0625000000,,-0.093109404,Decrease,Comp,All,Late exposure,,,
Raymann et al,2018,Fig. S1A,Imidacloprid,Insecticide,3 days,500 µg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,0.524985075,0.49161194,-0.0635696822,,-0.094756451,Decrease,Comp,All,Day 3 post exposure,,,
Jones et al ,2018,Fig. 2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,19.12073491,17.8783902,-0.0649736902,,-0.096921135,Decrease,Comp,All,,,,
Motta et al ,2020b,Fig. S1C,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,41.3354531,38.6327504,-0.0653846154,,-0.097555309,Decrease,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1O,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,5.113500597,4.778972521,-0.0654205607,,-0.097610797,Decrease,Comp,All,Late exposure,,,
Motta et al ,2020b,Fig. 4A,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,2822655.618,2636650.899,-0.0658970646,,-0.098346555,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020a,Fig. 6C,Roundup,Herbicide formulation,1 topical treatment,0.05%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,1337352.356,1248376.299,-0.0665314988,,-0.099326754,Decrease,Noncomp,All,,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,,,,-0.10,-0.099500249,Decrease,Comp,All,,,,
Liu et al ,2019,Fig. S3E,Thiacloprid,Insecticide,13 days,2.0 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,16097560.98,15000000,-0.0681818182,,-0.101879614,Decrease,Noncomp,All,,,,
Motta et al ,2020b,Fig. S1E,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,0.729559748,0.679245283,-0.0689655172,,-0.103093493,Decrease,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1F,Glyphosate,Herbicide,5 days,0.01mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,12.73062731,11.84501845,-0.0695652174,,-0.104023065,Decrease,Comp,All,Early exposure,,,
Motta et al ,2020a,Fig. S6D,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,6370379.129,5925414.542,-0.0698489961,,-0.104463148,Decrease,Noncomp,All,Week 7,,,
Kakumanu et al,2016,Fig. 2,Chlorothalonil,Fungicide,6 weeks,10 ppb,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,,,,,Y,12.61,11.71,-0.0713719270,,-0.1068272,Decrease,Comp,All,,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,0.8 mg/L,Bacteria,Firmicutes,Negativicutes,,,,,,N,1.325,1.230,-0.0714285714,,-0.106915204,Decrease,Comp,All,,,,
Motta et al ,2020a,Fig. S6E,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,4919418.481,4564250.251,-0.0721971980,,-0.108109892,Decrease,Noncomp,All,Week 7,,,
Motta et al ,2020b,Fig. S1L,Glyphosate,Herbicide,5 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,42.27330779,39.20817369,-0.0725075529,,-0.108592561,Decrease,Comp,All,Late exposure,,,
Blot et al ,2019,Fig. 1,AMPA ,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,,,,-0.1113,-0.1113,Decrease,Noncomp,All,summer,,,
Motta et al ,2020b,Fig. S1L,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,37.16475096,34.3550447,-0.0756013746,,-0.11341298,Decrease,Comp,All,Late exposure,,,
Motta et al ,2018,Fig. S1,Glyphosate,Herbicide,5 days,10 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,Alpha 2.1,,N,0.003494624,0.003225806,-0.0769230769,,-0.115477217,Decrease,Comp,All,Day 0,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,0.8 mg/L,Bacteria,Actinobacteria,Acidimicrobiia,,,,,,N,2.460,2.271,-0.0769230769,,-0.115477217,Decrease,Comp,All,,,,
Blot et al ,2019,Fig. 1,AMPA ,Herbicide,15 days,1.5 mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.1161,-0.1161,Decrease,Noncomp,All,summer,,,
DeGrandi Hoffman et al,2017,Fig. 1,Pristine,Fungicide,21 days,"11,410 ppb",Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Parasaccharibacter,Parasaccharibacter apium,,N,26.286,24.226,-0.0783687134,,-0.117738402,Decrease,Comp,All,,,,
Motta et al ,2020b,Fig. S1G,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,4.803767661,4.42700157,-0.0784313725,,-0.11783649,Decrease,Comp,All,Early exposure,,,
Paris et al ,2020,Fig. 3,Thiamethoxam,Insecticide,17 days,1.5 µg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,,,,,Y,27.4909964,25.33013205,-0.0786026201,,-0.118104599,Decrease,Comp,All,RNA,,,
Yang et al ,2019,Fig. 3E,Amitraz,Insecticide,30 days,1 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,0.440883978,0.405524862,-0.0802005013,,-0.120608683,Decrease,Comp,All,Apis mellifera,,,
Motta et al ,2020a,Fig. S6E,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,4919418.481,4518873.723,-0.0814211598,,-0.122524544,Decrease,Noncomp,All,Week 7,,,
Motta et al ,2020b,Fig. S1A,Glyphosate,Herbicide,10 days,0.01mM,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,Snodgrassella alvi,,Y,17.29393468,15.86314152,-0.0827338129,,-0.124587636,Decrease,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1C,Glyphosate,Herbicide,15 days,0.01mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,46.10492846,42.28934817,-0.0827586207,,-0.124626655,Decrease,Comp,All,Early exposure,,,
Rouze et al ,2019,Fig. 2C,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.125,-0.125,Decrease,Noncomp,All,winter,,,
Motta et al ,2020a,Fig. S6D,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,5925414.542,5432289.293,-0.0832220676,,-0.125355777,Decrease,Noncomp,All,Week 3,,,
Motta et al ,2020a,Fig. S4F,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,Lactobacillus helsingborgensis,Y,381018.7881,348895.2246,-0.0843096574,,-0.127068288,Decrease,Noncomp,All,Week 3,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,-0.1288,-0.1288,Decrease,Noncomp,All,summer,,,
Motta et al ,2020a,Fig. S5E,Roundup,Herbicide formulation,4 weeks,0.001%,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,4380460.94,4005931.199,-0.0855000756,,-0.128945044,Decrease,Noncomp,All,Week 0 ,,,
DeGrandi Hoffman et al,2017,Fig. 1,Pristine,Fungicide,21 days,1990ppb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella apis,,N,9.742,8.906,-0.0858140012,,-0.129440371,Decrease,Comp,All,,,,
Motta et al ,2020a,Fig. S5I,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kunkeei,,N,2791911.447,2550100.974,-0.0866110828,,-0.13069881,Decrease,Noncomp,All,Week 4,,,
Rouze et al ,2019,Fig. 2D,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,,,,-0.1314,-0.1314,Decrease,Noncomp,All,winter,,,
Motta et al ,2020b,Fig. S2C,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 4,,Y,287726.6202,262463.3913,-0.0878028904,,-0.132582496,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2A,Glyphosate,Herbicide,5 days,0.01mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,10964781.96,1.00E+07,-0.0879891606,,-0.132877124,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2D,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,190546.0718,173780.0829,-0.0879891606,,-0.132877124,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1E,Glyphosate,Herbicide,20 days,0.04mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,1.572327044,1.433962264,-0.0880000000,,-0.13289427,Decrease,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2G,Glyphosate,Herbicide,5 days,1.0mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,959804.1603,875172.2553,-0.0881762223,,-0.133173064,Decrease,Noncomp,All,Early exposure,,,
Botina et al ,2019,Fig. 4,Spinosad,Insecticide,24 hours,0.81 µg a.i./mL,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,0.0181,0.0165,-0.0883977901,,-0.133523673,Decrease,Comp,All,,,,
Rouze et al ,2019,Fig. 2A,Fipronil,Insecticide,15 days,1 µg/kg,Bacteria,Proteobacteria,Alphaproteobacteria,,,,,,N,,,,-0.1356,-0.1356,Decrease,Noncomp,All,winter,,,
Motta et al ,2020b,Fig. S2N,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,1873149.333,1704851.444,-0.0898475558,,-0.135819888,Decrease,Noncomp,All,Late exposure,,,
Motta et al ,2020b,Fig. S2J,Glyphosate,Herbicide,15 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,11471632.16,10440934.05,-0.0898475558,,-0.135819888,Decrease,Noncomp,All,Late exposure,,,
Motta et al ,2020b,Fig. S2M,Glyphosate,Herbicide,5 days,0.07mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Frischella,,,N,1653598.365,1504784.824,-0.0899937636,,-0.136051663,Decrease,Noncomp,All,Late exposure,,,
Motta et al ,2020b,Fig. S2B,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,15485718.13,14084499.5,-0.0904845756,,-0.13682999,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2B,Glyphosate,Herbicide,20 days,1.0mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,15485718.13,14084499.5,-0.0904845756,,-0.13682999,Decrease,Noncomp,All,Early exposure,,,
Motta et al ,2020b,Fig. S2B,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,7724526.253,7025575.774,-0.0904845756,,-0.13682999,Decrease,Noncomp,All,Early exposure,,,
Blot et al ,2019,Fig. 1,Glyphosate,Herbicide,15 days,1.5 mM,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,,,,-0.1373,-0.1373,Decrease,Noncomp,All,summer,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,20 mg/L,Bacteria,Chloroflexi,,,,,KD4-96,,N,1.041,0.946,-0.0909090909,,-0.137503524,Decrease,Comp,All,,,,
Kakumanu et al,2016,Fig. 2,Coumaphos,Insecticide,6 weeks,,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,,Y,41.21,37.38,-0.0929386071,,-0.140727895,Decrease,Comp,All,,,,
Paris et al ,2020,Fig. S5,Boscalid,Fungicide,17 days,100 µg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,,,,,N,21.6330859,19.61823966,-0.0931372549,,-0.141043881,Decrease,Comp,All,DNA,,,
Blot et al ,2019,Fig. 1,AMPA ,Herbicide,15 days,7.5 mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,,,Y,,,,-0.1419,-0.1419,Decrease,Noncomp,All,summer,,,
Motta et al ,2020a,Fig. S6F,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.10%,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,2251738.667,2038696.221,-0.0946124205,,-0.14339258,Decrease,Noncomp,All,Week 3,,,
Motta et al ,2020a,Fig. S6D,Roundup,Herbicide formulation,2 treatments at 0 and 2 weeks in water,0.0010%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,5201336.669,4699912.885,-0.0964028702,,-0.146248407,Decrease,Noncomp,All,Week 1,,,
Motta et al ,2020b,Fig. S1L,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,42.27330779,38.18646232,-0.0966767372,,-0.146685733,Decrease,Comp,All,Late exposure,,,
Motta et al ,2020b,Fig. S1B,Glyphosate,Herbicide,20 days,0.01mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,28.75,25.96153846,-0.0969899666,,-0.147186077,Decrease,Comp,All,Early exposure,,,
Jones et al ,2018,Table S2,Thiamethoxam,Insecticide,"No exact time provided, ~44 days",Hives placed adjacent to crops with OSR,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,,Y,,,,-0.15,-0.14725831,Decrease,Comp,All,,,,
Motta et al ,2020b,Fig. S1B,Glyphosate,Herbicide,15 days,0.1mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,24.61538462,22.21153846,-0.0976562500,,-0.148250959,Decrease,Comp,All,Early exposure,,,
Motta et al ,2020b,Fig. S1G,Glyphosate,Herbicide,10 days,0.07mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,,,N,4.803767661,4.332810047,-0.0980392157,,-0.148863386,Decrease,Comp,All,Early exposure,,,
Yang et al ,2019,Fig. 3E,Chlorpyrifos,Insecticide,15 days,1 mg/L,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Saccharibacter,,,N,0.011049724,0.009944751,-0.1000000000,,-0.152003093,Decrease,Comp,All,Apis mellifera,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,,,Y,2847896.44,2556634.304,-0.1022727273,,-0.15565087,Decrease,Noncomp,All,Day 0,,,
Kakumanu et al,2016,Fig. 2,Tau-fluvalinate,Insecticide,7 weeks,,Bacteria,Firmicutes,Bacilli,Lactobacillales,,,,,Y,41.21,36.93,-0.1038582868,,-0.158201201,Decrease,Comp,All,,,,
Dai et al ,2018,Fig. 3B,Glyphosate,Herbicide,4 days,4 mg/L,Bacteria,Acidobacteria,Blastocatellia,,,,,,N,3.595,3.217,-0.1052631579,,-0.160464672,Decrease,Comp,All,,,,
Motta et al ,2020a,Fig. 5B,Roundup,Herbicide formulation,1 treatment at 0 week in syrup,0.0010%,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Snodgrassella,,,Y,2635774.351,2356580.072,-0.1059249548,,-0.161532164,Decrease,Noncomp,All,Week 7,,,
Motta et al ,2018,Fig. 1B,Glyphosate,Herbicide,5 days,5 mg/L,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Giliamella apicola,,Y,1212903.226,1083870.968,-0.1063829787,,-0.162271429,Decrease,Noncomp,All,Day 3,,,
DeGrandi Hoffman et al,2017,Fig. 1,Pristine,Fungicide,21 days,1990ppb,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,Alpha 2.1,,N,0.97,0.866,-0.1072164948,,-0.163617722,Decrease,Comp,All,,,,
Motta et al ,2020a,Fig. S4D,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,5398348.073,4806876.144,-0.1095653561,,-0.167418371,Decrease,Noncomp,All,Week 1,,,
Liu et al ,2019,Fig. 2C,Thiacloprid,Insecticide,13 days,0.6 mg/L,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,,Y,84501347.71,75202156.33,-0.1100478469,,-0.168200321,Decrease,Noncomp,All,,,,
Motta et al ,2020a,Fig. S4E,Roundup,Herbicide formulation,4 weeks,0.10%,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus Firm 5,Lactobacillus apis,Y,1378108.517,1226331.097,-0.1101345926,,-0.168340951,Decrease,Noncomp,All,Week 3,,,
Motta et al ,2020b,Fig. S2O,Glyphosate,Herbicide,10 days,0.1mM,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,,,N,1263347.551,1123987.344,-0.1103102673,,-0.168625792,Decrease,Noncomp,All,Late exposure,,,
Motta et al ,2020b,Fig. S2I,Glyphosate,Herbicide,5 days,0.04mM,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,,,Y,6591445.535,5837899.18,-0.1143218662,,-0.175145594,Decrease,Noncomp,All,Late exposure,,,
